Accession	Gene	Peptide count	Unique peptides	Confidence score	Anova (p)	Max fold change	Fractions	Occurrences	Highest mean condition	Lowest mean condition	Description	F2613	F6281	F7511	F5541	F5618	F7647	Correlation
Q9UKM9	RALY	10	8	72.6213	0.639333129	1.124792667	1;2;3	3	Pacientes	Controles	RNA-binding protein Raly OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=1	6516.359662	11168.88371	8033.914269	9415.562522	4161.98381	9288.14119	-0.296546375
P04080	CSTB	1	1	12.9178	0.639854966	1.041386858	3	1	Controles	Pacientes	Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2	160.8700462	1893.909863	1894.241761	1723.164909	1627.800558	761.4938007	0.032241164
Q16643	DBN1	28	24	242.8951	0.640412499	1.168638233	1;2;3	3	Pacientes	Controles	Drebrin OS=Homo sapiens OX=9606 GN=DBN1 PE=1 SV=4	43928.4904	28553.78435	20939.55613	24651.85547	22984.14052	32304.76606	0.14135486
P62861	FAU	2	2	17.0406	0.641417569	1.156479768	3	1	Controles	Pacientes	40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1	8098.126161	14265.51714	12855.96885	16323.50365	8675.788332	15731.47692	-0.639699462
P61970	NUTF2	2	1	12.0144	0.642747853	1.363339159	3	1	Pacientes	Controles	Nuclear transport factor 2 OS=Homo sapiens OX=9606 GN=NUTF2 PE=1 SV=1	6107.920109	3608.441021	1660.921795	3003.288477	1825.903096	3515.968067	0.197586049
Q13547	HDAC1	10	4	65.6075	0.642869407	1.137736441	2	1	Controles	Pacientes	Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1	2607.876589	1783.798399	1266.330847	2974.992018	1724.273215	1738.054188	0.023161231
O95876	WDPCP	2	1	15.404	0.643113718	1.164035657	2	1	Pacientes	Controles	WD repeat-containing and planar cell polarity effector protein fritz homolog OS=Homo sapiens OX=9606 GN=WDPCP PE=1 SV=2	1002.950356	883.2730889	499.9476141	766.5310638	442.1564203	841.2248569	-0.049462548
P18669	PGAM1	18	10	217.7501	0.644844379	1.127295766	1;2;3	3	Pacientes	Controles	Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2	45988.16199	27450.17305	47068.06314	31367.03279	51023.71225	24507.90735	0.689783796
O94760	DDAH1	3	3	18.7395	0.645248919	1.063640687	3	1	Pacientes	Controles	N(G)_N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Homo sapiens OX=9606 GN=DDAH1 PE=1 SV=3	2320.943161	2588.334324	2520.17675	2587.945689	1579.049034	2817.933856	-0.3446611
P51610	HCFC1	13	8	64.6306	0.645591577	1.201183158	2;3	2	Pacientes	Controles	Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2	2526.416706	4300.899706	1853.198412	2209.03102	2166.312505	2851.293616	-0.122735281
P07196	NEFL	28	15	223.4326	0.6470934	1.087430474	1;2;3	3	Controles	Pacientes	Neurofilament light polypeptide OS=Homo sapiens OX=9606 GN=NEFL PE=1 SV=3	3130.067882	2487.76998	8350.48452	4592.499032	3827.503135	6769.577259	-0.253304484
Q8WX93	PALLD	34	25	207.7774	0.648229543	1.142273379	1;2;3	3	Pacientes	Controles	Palladin OS=Homo sapiens OX=9606 GN=PALLD PE=1 SV=3	16452.98208	8629.091842	10432.9398	9242.363742	11271.05765	10578.09697	0.459402273
O96019	ACTL6A	6	5	46.0336	0.648257497	1.168886815	2;3	2	Pacientes	Controles	Actin-like protein 6A OS=Homo sapiens OX=9606 GN=ACTL6A PE=1 SV=1	7426.441561	10176.96065	4764.496627	5286.011084	6456.072531	7393.985472	-0.05319718
Q86V81	ALYREF	3	2	28.3109	0.648563251	1.06144622	2	1	Pacientes	Controles	THO complex subunit 4 OS=Homo sapiens OX=9606 GN=ALYREF PE=1 SV=3	6322.270701	7351.007949	8146.923239	7107.341732	5434.756967	8014.950248	-0.298459193
Q93052	LPP	4	2	22.9265	0.649315089	1.073404438	1;2	2	Controles	Pacientes	Lipoma-preferred partner OS=Homo sapiens OX=9606 GN=LPP PE=1 SV=1	2500.226938	1246.504009	1442.991681	1575.48296	2061.403225	1933.785116	0.094369489
P62750	RPL23A	7	2	101.3388	0.651948734	1.124729633	2	1	Controles	Pacientes	60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1	3235.311929	10920.47485	17224.15994	16281.38005	7023.513443	11989.06245	-0.280174765
Q8WWI1;Q66K14;Q8IWY9	LMO7	12	6	73.9101	0.654008514	1.08296676	2	1	Controles	Pacientes	LIM domain only protein 7 OS=Homo sapiens OX=9606 GN=LMO7 PE=1 SV=3	53459.16728	31405.94503	57908.24066	56878.83642	41855.42475	55884.53431	-0.138836066
Q00839	HNRNPU	45	39	360.8618	0.654126075	1.173704268	1;2;3	3	Controles	Pacientes	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6	47744.99224	85920.65514	99187.90211	112137.4577	54299.37743	106864.3698	-0.572488407
Q99715	COL12A1	11	9	60.8116	0.654449475	1.071835523	1;2	2	Controles	Pacientes	Collagen alpha-1(XII) chain OS=Homo sapiens OX=9606 GN=COL12A1 PE=1 SV=2	2020.998683	2721.5254	2033.152225	2076.095568	2921.829641	2264.485348	-0.132768531
Q96GQ7	DDX27	6	5	30.1488	0.655897745	1.124223383	2	1	Pacientes	Controles	Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2	15617.03801	17116.28084	9592.109608	11853.81198	13364.16496	12430.61596	0.192537482
Q86SQ7	SDCCAG8	7	5	35.7324	0.656250648	1.080934864	1	1	Controles	Pacientes	Serologically defined colon cancer antigen 8 OS=Homo sapiens OX=9606 GN=SDCCAG8 PE=1 SV=1	8372.832646	8820.141166	9837.28387	11852.3393	7673.675148	9691.933464	-0.335552858
Q9BXP5	SRRT	13	11	78.9091	0.656645094	1.321981207	1;2	2	Pacientes	Controles	Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1	5838.412442	5617.280195	1965.68268	3121.035235	3216.2633	3815.172052	0.192816162
Q13009	TIAM1	3	2	18.1288	0.658106401	1.264952672	1	1	Pacientes	Controles	T-lymphoma invasion and metastasis-inducing protein 1 OS=Homo sapiens OX=9606 GN=TIAM1 PE=1 SV=2	5858.166604	4527.793911	2086.043528	3373.766202	3362.148833	3123.745579	0.368656561
P12429	ANXA3	3	3	16.7841	0.65842842	1.152456902	2	1	Controles	Pacientes	Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3	467.5164486	182.9822821	667.2083854	338.6844503	751.5514742	428.3647356	0.203447253
Q8N539	FIBCD1	4	3	30.6416	0.658449884	1.181511084	2	1	Pacientes	Controles	Fibrinogen C domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FIBCD1 PE=1 SV=2	5422.547258	3428.707217	2363.076559	2566.170262	4378.160258	2547.185204	0.524101749
Q6ZSZ5	ARHGEF18	3	2	12.9064	0.658580801	1.084812138	2	1	Controles	Pacientes	Rho guanine nucleotide exchange factor 18 OS=Homo sapiens OX=9606 GN=ARHGEF18 PE=1 SV=4	1661.000004	1498.87464	1712.366207	1537.259955	1500.537571	2247.668491	-0.667957539
Q16629	SRSF7	6	5	56.8544	0.65927983	1.181320383	2;3	2	Controles	Pacientes	Serine/arginine-rich splicing factor 7 OS=Homo sapiens OX=9606 GN=SRSF7 PE=1 SV=1	8417.596116	10104.6042	12661.14789	12932.80697	7367.399297	16537.31858	-0.713098095
Q16850	CYP51A1	5	3	34.4469	0.65955233	1.184682371	1;2	2	Controles	Pacientes	Lanosterol 14-alpha demethylase OS=Homo sapiens OX=9606 GN=CYP51A1 PE=1 SV=3	991.3531323	1463.508871	1271.972719	1804.055877	855.5537076	1755.505811	-0.673752927
P83916	CBX1	4	2	26.0891	0.659593069	1.72219288	1;3	2	Controles	Pacientes	Chromobox protein homolog 1 OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1	181.6036151	300.1368737	176.3262934	748.2841228	106.6826399	278.3511638	-0.326789117
Q92688	ANP32B	10	2	108.356	0.660795032	1.051279144	1;2;3	3	Controles	Pacientes	Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens OX=9606 GN=ANP32B PE=1 SV=1	12476.62578	14798.98407	18980.09444	15915.14938	14944.03122	17768.47663	-0.413737918
P43304	GPD2	3	2	15.7195	0.660810718	1.103480673	2	1	Pacientes	Controles	Glycerol-3-phosphate dehydrogenase_ mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3	8006.021971	4786.122916	6014.257249	4549.67837	7003.444811	5489.67838	0.511268066
P42166	TMPO	11	5	96.9797	0.660886633	1.107934721	2	1	Pacientes	Controles	Lamina-associated polypeptide 2_ isoform alpha OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2	1895.920851	3249.93412	2430.639607	2221.361181	1860.952399	2756.08081	-0.323888115
P42167	TMPO	11	5	115.0189	0.660886637	1.107934721	2;3	2	Pacientes	Controles	Lamina-associated polypeptide 2_ isoforms beta/gamma OS=Homo sapiens OX=9606 GN=TMPO PE=1 SV=2	9263.770149	15879.69386	11876.49085	10853.92325	9092.908744	13466.64821	-0.323888115
O75369	FLNB	108	79	863.0528	0.660995584	1.436416523	1;2;3	3	Controles	Pacientes	Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2	31190.14949	26890.86741	132438.4703	188768.4391	53759.77375	31137.12649	0.040973679
Q9Y6R4	MAP3K4	3	2	21.0128	0.661049828	1.145685701	2	1	Controles	Pacientes	Mitogen-activated protein kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP3K4 PE=1 SV=2	1424.233327	1945.211163	3565.604194	3329.260215	1630.510504	2985.615394	-0.356704965
P19338	NCL	57	44	416.1969	0.661090613	1.084930646	1;2;3	3	Controles	Pacientes	Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3	21973.14358	33802.2876	40531.22012	36892.89002	27634.2236	39958.9238	-0.53089657
Q9NR30	DDX21	17	12	110.4278	0.661574571	1.087443132	2;3	2	Controles	Pacientes	Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5	5076.853552	9960.297192	6840.572925	7928.859838	6317.532591	9544.387922	-0.661374665
P08754	GNAI3	8	3	69.2956	0.662176099	1.109522603	2;3	2	Controles	Pacientes	Guanine nucleotide-binding protein G(k) subunit alpha OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3	2709.830862	5421.54899	7610.650358	7207.30314	4124.982925	6133.852271	-0.343466563
Q9H1E3	NUCKS1	3	3	12.2376	0.662677926	1.119073413	1	1	Pacientes	Controles	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens OX=9606 GN=NUCKS1 PE=1 SV=1	1821.556261	3251.458171	2232.440036	2350.713606	1754.360743	2423.053639	-0.217454123
Q12906	ILF3	42	32	303.7123	0.663576165	1.09034594	1;2;3	3	Pacientes	Controles	Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3	13214.09787	18580.4801	20421.40609	17398.34766	12457.53226	18033.49365	-0.191744489
P59768	GNG2	1	1	12.5804	0.666130769	1.380521351	2	1	Pacientes	Controles	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 OS=Homo sapiens OX=9606 GN=GNG2 PE=1 SV=2	654.7926319	2767.817379	1384.208571	1395.756855	581.4602103	1504.669383	-0.173951199
P29317	EPHA2	6	3	31.6461	0.666181634	1.758086591	1;3	2	Pacientes	Controles	Ephrin type-A receptor 2 OS=Homo sapiens OX=9606 GN=EPHA2 PE=1 SV=2	872.1096382	530.3602525	3371.732805	1018.003016	685.874449	1011.689972	0.302182038
P00492	HPRT1	2	2	12.2731	0.667370275	1.074155117	3	1	Pacientes	Controles	Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2	1715.230966	1359.347531	1920.850868	1301.206115	2294.269945	1055.090032	0.607651835
P47897	QARS	28	25	211.9962	0.668094959	5.63040657	1;2;3	3	Controles	Pacientes	Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS PE=1 SV=1	15370.46283	22762.99065	10785.76916	9992.840985	7302.19786	258140.0737	-0.831385908
P52272	HNRNPM	68	57	496.8698	0.669180086	1.094785006	1;2;3	3	Pacientes	Controles	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3	24276.32983	36070.49579	38498.11039	31675.2914	24667.09439	33944.68927	-0.188962271
Q2TAY7	SMU1	6	4	32.1848	0.669986864	1.108083419	2;3	2	Pacientes	Controles	WD40 repeat-containing protein SMU1 OS=Homo sapiens OX=9606 GN=SMU1 PE=1 SV=2	2621.671552	3937.368526	2344.311633	2462.675926	2069.012666	3503.222463	-0.370991898
Q00325	SLC25A3	15	12	99.1456	0.670044649	1.096760896	2;3	2	Controles	Pacientes	Phosphate carrier protein_ mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2	5979.998731	8850.724853	9351.791951	10247.16653	6531.825119	9743.445742	-0.55085177
P17480	UBTF	3	2	14.8585	0.670058583	1.073090687	2	1	Controles	Pacientes	Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1	1289.212472	2213.680792	2102.228665	2027.653343	1677.107127	2310.04367	-0.620208349
Q07812	BAX	6	5	39.9351	0.670425658	1.064852617	1;2;3	3	Pacientes	Controles	Apoptosis regulator BAX OS=Homo sapiens OX=9606 GN=BAX PE=1 SV=1	8225.225429	5907.100155	6567.137967	6931.508484	7144.358964	5362.938647	0.71439604
P51449	RORC	2	1	20.9986	0.670839102	1.072833966	2	1	Pacientes	Controles	Nuclear receptor ROR-gamma OS=Homo sapiens OX=9606 GN=RORC PE=1 SV=2	1876.073345	1794.980955	1275.487256	1536.111251	1581.725144	1492.887831	0.278324244
Q14534	SQLE	2	1	13.1769	0.670900116	1.080163491	2	1	Controles	Pacientes	Squalene monooxygenase OS=Homo sapiens OX=9606 GN=SQLE PE=1 SV=3	292.404953	73.8622902	274.5179078	179.7476014	208.2146061	304.1905182	-0.091650947
A6NNF4;Q8TF32	ZNF726	5	1	28.1666	0.67157805	1.174603589	1	1	Controles	Pacientes	Zinc finger protein 726 OS=Homo sapiens OX=9606 GN=ZNF726 PE=1 SV=4	187.7626596	143.5162967	93.67310196	99.53774453	228.0689084	171.54356	-0.077606224
P12036	NEFH	13	5	60.0764	0.671708897	1.172000313	2	1	Pacientes	Controles	Neurofilament heavy polypeptide OS=Homo sapiens OX=9606 GN=NEFH PE=1 SV=4	10695.69045	21446.45509	22819.57416	19010.32658	9591.241116	18294.08504	-0.156274742
O43399	TPD52L2	1	1	14.9562	0.672785723	1.054480969	2	1	Controles	Pacientes	Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2	3629.472452	2081.480477	1603.631615	2750.854277	2386.69992	2575.536	0.056021787
P0DME0	SETSIP	12	4	92.6274	0.673154798	1.101982154	1;3	2	Pacientes	Controles	Protein SETSIP OS=Homo sapiens OX=9606 GN=SETSIP PE=1 SV=1	1260.138206	933.8207741	744.2140765	983.052369	707.6371874	975.5723665	0.113926532
Q15843	NEDD8	2	2	21.1873	0.673785644	1.137212249	1	1	Pacientes	Controles	NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1	8831.627073	8578.050571	4767.526465	7051.979336	6088.581177	6360.815888	0.216527573
Q9H2G2	SLK	16	11	90.6939	0.673881218	1.12554676	1	1	Pacientes	Controles	STE20-like serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=SLK PE=1 SV=1	1847.336895	1788.092379	3141.333882	2170.433234	1993.918643	1856.511403	0.336219981
O15347	HMGB3	5	4	39.7072	0.674245907	1.152555816	3	1	Pacientes	Controles	High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4	7876.650827	12020.65958	5442.167251	5916.171785	5032.970651	11036.3244	-0.370964752
P26373	RPL13	16	11	126.4199	0.674269877	1.080404536	1;2	2	Controles	Pacientes	60S ribosomal protein L13 OS=Homo sapiens OX=9606 GN=RPL13 PE=1 SV=4	10992.85003	14391.36892	15673.8268	17432.52991	11514.77333	15411.99562	-0.456568226
Q9P2R6	RERE	4	3	26.6354	0.674368239	1.051988893	1	1	Controles	Pacientes	Arginine-glutamic acid dipeptide repeats protein OS=Homo sapiens OX=9606 GN=RERE PE=1 SV=2	4478.249476	3888.431848	2772.425901	3776.155413	3661.659636	4280.402031	-0.29080373
Q9P0M6	H2AFY2	6	4	62.0713	0.67451103	1.167831118	2;3	2	Pacientes	Controles	Core histone macro-H2A.2 OS=Homo sapiens OX=9606 GN=H2AFY2 PE=1 SV=3	1939.062316	3419.778947	4269.480376	3270.704482	1851.439076	3122.474601	-0.083035894
Q92599	SEPT8	5	2	41.6804	0.675247769	1.293234832	3	1	Pacientes	Controles	Septin-8 OS=Homo sapiens OX=9606 GN=SEPT8 PE=1 SV=4	188.8016711	392.5312011	617.3305114	263.2027331	406.9790652	256.690378	0.314393122
Q92769	HDAC2	15	8	114.1638	0.676495021	1.118848264	2;3	2	Pacientes	Controles	Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2	9394.908692	6999.335282	5070.339386	5857.639797	6017.5668	7309.328115	0.135775259
P63167	DYNLL1	2	2	26.3933	0.677282056	1.120121275	1	1	Pacientes	Controles	Dynein light chain 1_ cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL1 PE=1 SV=1	25886.88553	26387.964	15093.93455	19078.86287	20475.25998	20590.06473	0.161408108
O00743	PPP6C	2	2	12.4184	0.677601797	2.046082126	3	1	Pacientes	Controles	Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens OX=9606 GN=PPP6C PE=1 SV=1	432.9194629	2383.785661	293.712238	501.3902773	593.0717724	425.7200205	0.08536517
P49593	PPM1F	2	2	11.8926	0.677934055	1.008682308	3	1	Pacientes	Controles	Protein phosphatase 1F OS=Homo sapiens OX=9606 GN=PPM1F PE=1 SV=3	345.5301474	1154.949592	185.6843713	418.2907323	750.7673076	502.5922881	-0.133243148
Q8IUE6	HIST2H2AB	11	5	93.2174	0.678827872	1.269042788	1;2;3	3	Controles	Pacientes	Histone H2A type 2-B OS=Homo sapiens OX=9606 GN=HIST2H2AB PE=1 SV=3	3798.42635	7554.769801	6356.331241	6305.635648	3971.639213	12196.87316	-0.816641816
Q5T5J6	SWT1	3	2	30.7969	0.678901501	1.051447316	2	1	Pacientes	Controles	Transcriptional protein SWT1 OS=Homo sapiens OX=9606 GN=SWT1 PE=2 SV=1	21465.71057	18179.50453	20630.44693	17806.31163	24746.73199	14773.33033	0.6711765
P14174	MIF	2	2	23.337	0.679561864	1.048962528	3	1	Controles	Pacientes	Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4	28616.72228	16819.66342	12024.65289	19719.56888	20073.50981	20481.39763	0.060595826
Q8NCM2	KCNH5	3	1	17.2312	0.680328823	1.956122019	2	1	Pacientes	Controles	Potassium voltage-gated channel subfamily H member 5 OS=Homo sapiens OX=9606 GN=KCNH5 PE=1 SV=3	71057.11475	43770.18229	7247.211779	18568.29998	21853.46388	21984.62369	0.422577783
P33991	MCM4	30	23	217.9968	0.680329593	1.37818263	1;2;3	3	Pacientes	Controles	DNA replication licensing factor MCM4 OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=5	16737.30902	11861.28881	4271.096304	8056.400729	6182.210699	9611.416448	0.213212755
A4UGR9	XIRP2	17	9	89.4234	0.681678618	1.143719999	1;2	2	Pacientes	Controles	Xin actin-binding repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=XIRP2 PE=1 SV=2	6521.492161	5218.38003	3202.997577	4195.943818	5252.080711	3617.122346	0.488608307
Q53GS7	GLE1	3	1	17.1333	0.681707172	1.064205314	1	1	Pacientes	Controles	Nucleoporin GLE1 OS=Homo sapiens OX=9606 GN=GLE1 PE=1 SV=2	57.81253909	33.03738344	286.8516606	177.1974202	101.2018551	76.51492992	0.198875524
P84098	RPL19	12	10	90.7073	0.682460229	1.047064092	1;2;3	3	Pacientes	Controles	60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1	17404.29991	19800.61103	21922.80822	20304.44614	20573.20548	15592.35782	0.521898152
Q9NWT6	HIF1AN	1	1	6.5517	0.68276139	1.041021578	2	1	Pacientes	Controles	Hypoxia-inducible factor 1-alpha inhibitor OS=Homo sapiens OX=9606 GN=HIF1AN PE=1 SV=2	1169.622103	1246.876143	1280.371576	1021.997584	1486.730432	1042.466214	0.451099166
P61224;A6NIZ1;P62834	RAP1B	6	5	46.1443	0.682835071	1.102242496	1;3	2	Controles	Pacientes	Ras-related protein Rap-1b OS=Homo sapiens OX=9606 GN=RAP1B PE=1 SV=1	1227.172566	1868.547655	2758.597272	2846.057581	1950.227318	1656.592623	-0.012470112
P06576	ATP5F1B	34	27	312.3742	0.684665939	1.081369433	2;3	2	Pacientes	Controles	ATP synthase subunit beta_ mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3	52881.56134	75227.03813	76360.93943	68666.30498	40950.12486	79467.4602	-0.368953928
P46940	IQGAP1	49	44	338.5794	0.685060796	1.077872483	1;2;3	3	Controles	Pacientes	Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1	9538.825549	13008.38818	13872.14908	14550.88758	10095.85927	14608.68216	-0.580149473
Q9P0J0	NDUFA13	1	1	7.1572	0.68534584	1.108193787	1	1	Controles	Pacientes	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Homo sapiens OX=9606 GN=NDUFA13 PE=1 SV=3	689.9377616	1647.773327	2622.954978	2262.792453	1125.551088	2109.035775	-0.362572665
P27708	CAD	18	13	105.6488	0.686510109	1.283556552	1;2	2	Pacientes	Controles	CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3	1910.239288	6000.988189	3396.047879	3038.686469	2892.329248	2878.315931	0.004085293
P60981	DSTN	9	7	68.1437	0.686889404	1.095805752	1;2;3	3	Controles	Pacientes	Destrin OS=Homo sapiens OX=9606 GN=DSTN PE=1 SV=3	15833.52069	7414.746357	7569.545882	8311.649582	14758.50364	10700.18345	0.181665748
Q8TBC4	UBA3	5	5	28.0761	0.688219012	1.052295954	2	1	Pacientes	Controles	NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens OX=9606 GN=UBA3 PE=1 SV=2	2596.823548	2451.46937	2048.208217	2022.036851	2829.515532	1892.273919	0.524731284
P52294	KPNA1	4	3	29.4774	0.688589315	1.195271094	2;3	2	Pacientes	Controles	Importin subunit alpha-5 OS=Homo sapiens OX=9606 GN=KPNA1 PE=1 SV=3	2064.008772	3671.393303	1462.217358	1427.101213	1838.731275	2755.913933	-0.2344408
Q15738	NSDHL	5	3	32.8893	0.690867746	1.072143878	3	1	Controles	Pacientes	Sterol-4-alpha-carboxylate 3-dehydrogenase_ decarboxylating OS=Homo sapiens OX=9606 GN=NSDHL PE=1 SV=2	2012.164081	2968.745869	5478.006551	4419.952305	2809.567856	3983.943132	-0.223819223
Q96HE7	ERO1A	11	7	69.3947	0.691594967	1.066485774	1;2	2	Pacientes	Controles	ERO1-like protein alpha OS=Homo sapiens OX=9606 GN=ERO1A PE=1 SV=2	2897.793253	2434.254091	2032.603636	2095.503027	2963.26015	1846.768206	0.572826663
P48741	HSPA7	14	6	81.1319	0.692115333	1.181062346	1;2;3	3	Pacientes	Controles	Putative heat shock 70 kDa protein 7 OS=Homo sapiens OX=9606 GN=HSPA7 PE=5 SV=2	1251.996241	1682.155104	713.6467306	954.4113406	1123.217912	1010.944426	0.129628207
Q9NZL4	HSPBP1	2	2	17.9562	0.693515873	1.091883532	2	1	Pacientes	Controles	Hsp70-binding protein 1 OS=Homo sapiens OX=9606 GN=HSPBP1 PE=1 SV=2	492.7475524	507.5667781	778.8623236	413.8010891	745.9053664	469.7499852	0.394700674
Q86W92	PPFIBP1	10	5	54.7344	0.694153793	1.053521107	2	1	Controles	Pacientes	Liprin-beta-1 OS=Homo sapiens OX=9606 GN=PPFIBP1 PE=1 SV=2	1050.439038	1421.412591	495.5621388	1189.028997	922.6842882	1014.519751	-0.225915667
Q9UJS0;O75746	SLC25A13	8	7	52.579	0.695477025	1.172906548	3	1	Controles	Pacientes	Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens OX=9606 GN=SLC25A13 PE=1 SV=2	3554.945002	5326.854763	3390.180032	5331.068703	2755.448571	6307.368187	-0.739704112
Q9NQ88	TIGAR	2	1	13.1437	0.696306705	1.264252339	2	1	Pacientes	Controles	Fructose-2_6-bisphosphatase TIGAR OS=Homo sapiens OX=9606 GN=TIGAR PE=1 SV=1	2624.239125	786.1412088	1742.966893	1190.743623	2010.362389	875.0954441	0.685444028
Q99615	DNAJC7	7	4	41.1135	0.696870387	1.166310128	2;3	2	Controles	Pacientes	DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2	1530.166381	2738.002666	7577.372604	4501.367824	7262.729228	2051.47815	0.226672459
P30626	SRI	5	3	29.9147	0.69716271	1.299982994	1;3	2	Pacientes	Controles	Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1	2275.397734	2687.606691	819.6643732	1670.675662	1023.661923	1753.927372	0.023229344
P49589	CARS	12	9	73.4319	0.697617496	1.208507866	1;2	2	Pacientes	Controles	Cysteine--tRNA ligase_ cytoplasmic OS=Homo sapiens OX=9606 GN=CARS PE=1 SV=3	3051.485841	1896.954278	1169.003705	1558.123381	1941.562228	1562.295365	0.434381714
O43390	HNRNPR	35	23	298.902	0.697766887	1.157356988	2;3	2	Pacientes	Controles	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1	14248.81793	28880.21128	28809.69171	22988.21221	15516.71175	23652.83864	-0.150311437
P55789	GFER	2	2	9.7923	0.69818755	1.056641617	1	1	Pacientes	Controles	FAD-linked sulfhydryl oxidase ALR OS=Homo sapiens OX=9606 GN=GFER PE=1 SV=2	4015.659143	3518.991317	4516.471439	5105.763211	2480.277571	3819.076818	0.033829645
Q16740	CLPP	3	2	16.0188	0.69971555	1.038791645	2	1	Controles	Pacientes	ATP-dependent Clp protease proteolytic subunit_ mitochondrial OS=Homo sapiens OX=9606 GN=CLPP PE=1 SV=1	655.5397572	483.9416686	720.1762474	621.6448574	681.0386033	629.113392	0.17276788
Q7Z7K6	CENPV	7	6	63.6517	0.701613916	1.350238429	1;2;3	3	Controles	Pacientes	Centromere protein V OS=Homo sapiens OX=9606 GN=CENPV PE=1 SV=1	1391.260299	1558.115546	3083.02017	3922.718597	975.1597578	3247.294561	-0.475126766
P17844	DDX5	37	21	317.8486	0.702818619	1.091927568	1;2;3	3	Pacientes	Controles	Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1	18783.66336	31050.07866	27771.18221	24726.9623	18089.75311	28254.77916	-0.32696736
